,Unnamed: 0,Room Description,Guest Room Info,Room Description Expanded,gemini_roomtype_result,pred_text,match,gemini_otherattr_result,attrs,roomType,bedType,ratePlanInclusives,roomAmenities,mealPlan,roomView,taxesAndFees
25613,25613,BEST FLEXIBLE RATE|1 KING BED PRESIDENTIAL STE NONSMOKING RELAX AND UNWIND IN OUR PRESIDENTIAL SUITE FEATURING A LIVING ROOM AREA WITH,Presidential Suite,BEST FLEXIBLE RATE|1 KING BED PRESIDENTIAL SUITE NONSMOKING RELAX AND UNWIND IN OUR PRESIDENTIAL SUITE FEATURING A LIVING ROOM AREA WITH,,,False,,{},,,,,,,
22389,22389,BEST AVAILABLE RATE|SUPERIOR SUITE PARTIAL OCEAN VIEW - KING BED 1735 SQFT WITH PATIO - LIVING ROOM - SOFA BED,Superior Suite,BEST AVAILABLE RATE|SUPERIOR SUITE PARTIAL OCEAN VIEW - KING BED 1735 SQFT WITH PATIO - LIVING ROOM - SOFA BED,,,False,,{},,,,,,,
12384,12384,CORPORATE RATE|BUNGALOW QUEEN ROOM,Bungalow,CORPORATE RATE|BUNGALOW QUEEN ROOM,,,False,,{},,,,,,,
6528,6528,"REGULAR RATE|FLEXIBLE RATE, STUDIO SUITE, STUDIO, 1 KING",Studio Suite,"REGULAR RATE|FLEXIBLE RATE, STUDIO SUITE, STUDIO, 1 KING",,,False,,{},,,,,,,
30791,30791,"BCD TRAVEL|1 KING OR 2 QUEEN WHEN YOU ARRIVE, WE WILL DO OUR BEST TO MEET YOUR BED TYPE PREFERENCE, SUBJECT TO AVAILABILITY AND",Run of the House,"BCD TRAVEL|1 KING OR 2 QUEEN WHEN YOU ARRIVE, WE WILL DO OUR BEST TO MEET YOUR BED TYPE PREFERENCE, SUBJECT TO AVAILABILITY AND",,,False,,{},,,,,,,
16338,16338,"REGULAR RATE - RO -|COMFORT ROOM WITH TWIN BEDS, 26 SQM",Comfort Room,"REGULAR RATE - RO -|COMFORT ROOM WITH TWIN BEDS, 26 SQM",,,False,,{},,,,,,,
26894,26894,MASTERCARD OFFER|SINGLE ROOM PREMIUM 20 SQM QUEEN BED AIR CONDITION,Single Room,MASTERCARD OFFER|SINGLE ROOM PREMIUM 20 SQM QUEEN BED AIR CONDITION,,,False,,{},,,,,,,
6081,6081,STAY MORE GET 15-20 PCT DISC|TRIPLEX PENTHOUSE-2BALCONIES-2000SQFT-INTERIOR 500SQFT-EXTERIOR-3 FLRS-KITCHENETTE-LIVING RM,Penthouse,STAY MORE GET 15-20 PCT DISC|TRIPLEX PENTHOUSE-2BALCONIES-2000SQFT-INTERIOR 500SQFT-EXTERIOR-3 FLRS-KITCHENETTE-LIVING ROOM,,,False,,{},,,,,,,
23964,23964,"BED AND BREAKFAST PKG|BED AND BREAKFAST WITH PARKING, SEE RATE DETAILS, GRAND LUXE, LARGER GUEST ROOM, 1 KING",Luxury Room,"BED AND BREAKFAST PKG|BED AND BREAKFAST WITH PARKING, SEE RATE DETAILS, GRAND LUXE, LARGER GUEST ROOM, 1 KING",,,False,,{},,,,,,,
25057,25057,RADIUS BY HOTELREZ ROOM ONLY|CLASSIC SUITE ENSUITE WIFI TV PARKING 24 HOUR RECEPTION - LUGGAGE STORAGE,Classic Suite,RADIUS BY HOTELREZ ROOM ONLY|CLASSIC SUITE ENSUITE WIFI TV PARKING 24 HOUR RECEPTION - LUGGAGE STORAGE,,,False,,{},,,,,,,
96,96,FLEXIBLE RATE|2 DBL MOBILITY ACCESS W/ RI SHWR NO SMOK SWEET DREAMS EXPERIENCE BED,Accessible Room,FLEXIBLE RATE|2 DOUBLE MOBILITY ACCESSIBLE WITH/ RI SHWR NO SMOK SWEET DREAMS EXPERIENCE BED,,,False,,{},,,,,,,
9375,9375,COMPLIMENTARY DINING|ORANGE OCEAN VIEW COTTAGE 2BDRM 2BATH 2150SQF 200SQM OCEAN VIEW EXPANSIVE DECK,Cottage,COMPLIMENTARY DINING|ORANGE OCEAN VIEW COTTAGE 2BDRM 2BATH 2150SQF 200SQM OCEAN VIEW EXPANSIVE DECK,,,False,,{},,,,,,,
10337,10337,AAA MEMBERSHIP RATE|DOUBLE LOFT SUITE-2 DOUBLE BEDS-500 SQ.FT. LIVING AREA- FLAT SCREEN TV - COTTON ROBES,Loft,AAA MEMBERSHIP RATE|DOUBLE LOFT SUITE-2 DOUBLE BEDS-500 SQ.FT. LIVING AREA- FLAT SCREEN TV - COTTON ROBES,,,False,,{},,,,,,,
23884,23884,"INTERNOVA  TRAVEL LEADERS|LUXURY ROOM, 2 SINGLE BEDS",Luxury Room,"INTERNOVA  TRAVEL LEADERS|LUXURY ROOM, 2 SINGLE BEDS",,,False,,{},,,,,,,
17556,17556,"SIGNATURE TRAVEL NETWORK RATE|DELUXE KING ROOM, 1 KING BED 520 SQ FT, VARIOUS VIEWS, WIFI",Deluxe Room,"SIGNATURE TRAVEL NETWORK RATE|DELUXE KING ROOM, 1 KING BED 520 SQ FT, VARIOUS VIEWS, WIFI",,,False,,{},,,,,,,
13677,13677,LUXURY GETAWAY AND VALET|JUNIOR STE-ADA-NONSM-720 SQFT. 1 KING BED. SOFABED.FREE WIFI.55-IN TV.INCLUDES CLUB ACCESS,Junior Suite,LUXURY GETAWAY AND VALET|JUNIOR SUITE-ACCESSIBLE-NONSM-720 SQFT. 1 KING BED. SOFABED.FREE WIFI.55-IN TV.INCLUDES CLUB ACCESSIBLE,,,False,,{},,,,,,,
3752,3752,EAT. DRINK. OUR TREAT|CITY VIEW KING ROOM - FREE WI FI - 400 SQ FT KING BED - HIGH FLOORS - VIEW OF HOLLYWOOD,King Bedroom,EAT. DRINK. OUR TREAT|CITY VIEW KING ROOM - FREE WI FI - 400 SQ FT KING BED - HIGH FLOORS - VIEW OF HOLLYWOOD,,,False,,{},,,,,,,
1427,1427,BEST AVAILABLE RATE|PLATINUM SUITE,Suite,BEST AVAILABLE RATE|PLATINUM SUITE,,,False,,{},,,,,,,
733,733,BED AND BRKFST* 1 KNG ADA SHOW|ADA 1 KING BED: ROLL IN SHOWER:OUTSIDE/ATRIUM,Accessible Room,BED AND BRKFST* 1 KNG ACCESSIBLE SHOW|ACCESSIBLE 1 KING BED: ROLL IN SHOWER:OUTSIDE/ATRIUM,,,False,,{},,,,,,,
6427,6427,WORLD RAINBOW BAR RATE|JUNIOR STUDIO SUITE APPROX 475 SQFT - KING BED W QUEEN SIZE PULL OUT COUCH - NEST AMENITIES,Studio Suite,WORLD RAINBOW BAR RATE|JUNIOR STUDIO SUITE APPROX 475 SQFT - KING BED WITH QUEEN SIZE PULL OUT COUCH - NEST AMENITIES,,,False,,{},,,,,,,
8439,8439,SEMI-FLEX|3 BEDS - 1 KING 2 QUEEN FAMILY SUITE NONSMOK COMP WIFI/DAY-SWEET DREAMS EXPERIENCE BED,Family Room/Suite,SEMI-FLEX|3 BEDS - 1 KING 2 QUEEN FAMILY SUITE NONSMOK COMP WIFI/DAY-SWEET DREAMS EXPERIENCE BED,,,False,,{},,,,,,,
18273,18273,AAA RATE|DELUXE SUITE WITH 1 KING BED AND QUEEN SOFA BED,Deluxe Suite,AAA RATE|DELUXE SUITE WITH 1 KING BED AND QUEEN SOFA BED,,,False,,{},,,,,,,
25479,25479,CWT BUSINESS RATES|GRAND PRESIDENTIAL SUITE.3035 SQ FT. FIREPLACE. FLOOR-TO-CEILING WINDOWS. GUEST ROOM 2 BEDS,Presidential Suite,CWT BUSINESS RATES|GRAND PRESIDENTIAL SUITE.3035 SQ FT. FIREPLACE. FLOOR-TO-CEILING WINDOWS. GUEST ROOM 2 BEDS,,,False,,{},,,,,,,
4168,4168,"REGULAR RATE|FLEXIBLE RATE, PREPAY IN FULL, LAGOON KING ROOM, GUEST ROOM, 1 KING, POOL ACCESS, BALCONY",King Bedroom,"REGULAR RATE|FLEXIBLE RATE, PREPAY IN FULL, LAGOON KING ROOM, GUEST ROOM, 1 KING, POOL ACCESSIBLE, BALCONY",,,False,,{},,,,,,,
4894,4894,CWT PROGRAM -HONORS DISCOUNT|QUEEN ROOM FREE WI-FI/HOT BREAKFAST INCLUDED/HDTV/SAFE,Queen Bedroom,CWT PROGRAM -HONORS DISCOUNT|QUEEN ROOM FREE WI-FI/HOT BREAKFAST INCLUDED/HDTV/SAFE,,,False,,{},,,,,,,
27048,27048,MRATE AVAIL BOOK WITH CONFIDEN|SUPERIOR SINGLE ROOM,Single Room,MRATE AVAIL BOOK WITH CONFIDEN|SUPERIOR SINGLE ROOM,,,False,,{},,,,,,,
28360,28360,MAGELLAN LUXURY HOTELS|CABANA KING 300SQFT-POOL-INNER COURTYARD VIEWS GROUND FLOOR- PRIVATE CABANA STYLE PATIO,Cabana,MAGELLAN LUXURY HOTELS|CABANA KING 300SQFT-POOL-INNER COURTYARD VIEWS GROUND FLOOR- PRIVATE CABANA STYLE PATIO,,,False,,{},,,,,,,
1330,1330,FLEXIBLE RATE|HASTENS ULTIMATE SLEEP SUITE - 2500 SF 232 SM - TWO BEDROOMS WITH EXCLUSIVE HASTENS BEDDING,Suite,FLEXIBLE RATE|HASTENS ULTIMATE SLEEP SUITE - 2500 SF 232 SM - TWO BEDROOMS WITH EXCLUSIVE HASTENS BEDDING,,,False,,{},,,,,,,
14928,14928,"WELCOME BACK SALE|EXECUTIVE 2 TWINS, NON SMOKING, WIFI, CITY VIEW, UPPER FLOOR",Executive/Club Room,"WELCOME BACK SALE|EXECUTIVE 2 TWINS, NON SMOKING, WIFI, CITY VIEW, UPPER FLOOR",,,False,,{},,,,,,,
8517,8517,MRATE AVAIL FLEXIBLE RATE|FAMILY ROOM WITH 1 DOUBLE BED   SOFA BED,Family Room/Suite,MRATE AVAIL FLEXIBLE RATE|FAMILY ROOM WITH 1 DOUBLE BED   SOFA BED,,,False,,{},,,,,,,
20959,20959,SEASONAL RATE|SUPERIOR ROOM-1KING-CITY VIEW-LEDTV COMP WIFI-GLOBAL VOIP-TV OVER BATHTUB-542SQFT,Superior Room,SEASONAL RATE|SUPERIOR ROOM-1KING-CITY VIEW-LEDTV COMP WIFI-GLOBAL VOIP-TV OVER BATHTUB-542SQFT,,,False,,{},,,,,,,
16203,16203,"RESTRICTED RATE|CLASSIC KING ROOM  ISLAND VIEW 1 PERS. AI 330 SQ.FT, KING DOUBLE BED, 32 INCH LCD TV",Classic Room,"RESTRICTED RATE|CLASSIC KING ROOM  ISLAND VIEW 1 PERS. AI 330 SQ.FT, KING DOUBLE BED, 32 INCH LCD TV",,,False,,{},,,,,,,
24688,24688,ADVANCE PURCHASE|HOYT HOUSE CLASSIC STE-375SQFT-1 KING-STAY IN OUR 19TH CENTURY REPURPOSED FARMHOUSE-FREE WIFI,Classic Suite,ADVANCE PURCHASE|HOYT HOUSE CLASSIC SUITE-375SQFT-1 KING-STAY IN OUR 19TH CENTURY REPURPOSED FARMHOUSE-FREE WIFI,,,False,,{},,,,,,,
2918,2918,LIVE LIKE A LOCAL|CAPITOL DOUBLE ROOM W ADA FEAT. FREE WIFI. 400 SQ FT. FLOOR TO CEILING WINDOWS. WORK DESK.,Double Bed,LIVE LIKE A LOCAL|CAPITOL DOUBLE ROOM WITH ACCESSIBLE FEAT. FREE WIFI. 400 SQ FT. FLOOR TO CEILING WINDOWS. WORK DESK.,,,False,,{},,,,,,,
14902,14902,TRIPADVISOR PLUS RATE|EXC 431SF ACCESS ROLLN SHWR-FULL KIT-UPSCL AMEN NESPRESSO-FREE WIFI-HARDWOOD FLRS-TRIPLE SHWR,Executive/Club Room,TRIPADVISOR PLUS RATE|EXC 431SF ACCESSIBLE ROLLN SHWR-FULL KIT-UPSCL AMEN NESPRESSO-FREE WIFI-HARDWOOD FLRS-TRIPLE SHWR,,,False,,{},,,,,,,
30600,30600,STATE GOVERNMENT|KING LUXURY SUITE EXECUTIVE TOWER RELAX AND UNWIND INSIDE OUR LARGEST EXECUTIVE TOWER SUITE. ENJOY 700  SQ. FT. OF,Luxury Suite,STATE GOVERNMENT|KING LUXURY SUITE EXECUTIVE TOWER RELAX AND UNWIND INSIDE OUR LARGEST EXECUTIVE TOWER SUITE. ENJOY 700  SQ. FT. OF,,,False,,{},,,,,,,
6888,6888,2X POINTS|STUDIO SUITE - ONE KING BED SEATING AREA WITH SOFA-DOUBLE VANITY,Studio Suite,2X POINTS|STUDIO SUITE - ONE KING BED SEATING AREA WITH SOFA-DOUBLE VANITY,,,False,,{},,,,,,,
2900,2900,FLEXIBLE -WITH BREAKFAST|SUPERIOR DOUBLE ROOM FREE WIFI AC MINIBAR SAFE DESK SMART FLATSCREEN TV RATE INCLUDES BREAKFAST VAT AND FREE WIFI,Double Bed,FLEXIBLE -WITH BREAKFAST|SUPERIOR DOUBLE ROOM FREE WIFI AC MINIBAR SAFE DESK SMART FLATSCREEN TV RATE INCLUDES BREAKFAST VAT AND FREE WIFI,,,False,,{},,,,,,,
